Фото;Комнат;Метро;До ближайшего метро;Адрес;Дом;Full Address;Latitude;Longitude;Этаж/Этажность;Общая площадь;Жилая площадь;Кухня;Балкон;Лифт;Телефон;Санузел;Альтернатива;Цена в рублях;Цена в рублях за метр;Телефоны;Дата обновления;ИНКОМ;Источник
15;2;Алексеевская, ВДНХ, Улица академика Королёва;5п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;4/16;69;38;7;;П;Да;Р;Да;23200000;336232;+7(967)025-4920, +7(967)025-7980;01.11.2022 12:23:09;Нет;Авито, Циан, ДомКлик, Яндекс
27;4;ВДНХ, Алексеевская, Ростокино (МЦК);22т 132п;Москва, Константинова ул.;28;Москва, Константинова ул. 28 ;55.8190223;37.6585913;4/5;99;71,1;9;Б;;;Р;Да;23400000;236364;+7(919)410-3202;01.11.2022 10:21:13;Нет;Авито, Циан
33;3;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;6/14;70,3;45;10;;ПГ;;2;Нет;23400000;332859;+7(966)053-4118, +7(966)061-6563;01.11.2022 12:23:53;Нет;Авито, Циан
15;2;Алексеевская, ВДНХ, Рижская;1т 5п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;11/20;59,3;32,4;11,7;Л;ПГ;;Р;Нет;23400000;394604;+7(958)464-3975;01.11.2022 12:26:32;Нет;Авито, Циан, ДомКлик
9;1;Алексеевская, ВДНХ, Выставочный центр;5п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;2/21;47;15;23;;ПГ;;С;Нет;23499000;499979;+7(909)677-9028;01.11.2022 10:25:52;Нет;Авито, Циан, ДомКлик
4;3;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 строение 3;Москва, Новоалексеевская ул. 16 строение 3 ;55.807717;37.6477846;3/19;79;;;;ПГ;;2;Нет;23500000;297468;+7(966)058-5137;01.11.2022 12:27:39;Нет;Циан
23;2;Алексеевская;5п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;6/17;64;34;13;Л2;ПГ;;Р;Нет;23500000;367188;+7(965)115-5289;01.11.2022 12:27:00;Нет;Авито, Циан, ДомКлик
24;2;Алексеевская, Рижская, Марьина роща;10п;Москва, Мира пр-т.;102 строение 17;Москва, Мира пр-т. 102 строение 17 ;55.777676;37.6318879;2/3;60;;;;П;;С;Нет;23500000;391667;+7(966)054-8336;01.11.2022 10:20:07;Нет;Циан, Виннер
28;3;ВДНХ;2т 12п;Москва, Бориса Галушкина ул.;16;Москва, Бориса Галушкина ул. 16 ;55.82331869999999;37.6559795;3/9;81;44;10,3;Б;П;Да;4+;Нет;23500000;290123;+7(903)188-3295;01.11.2022 7:58:44;Нет;Авито, Циан, ДомКлик, Яндекс
18;2;Алексеевская, ВДНХ, Рижская;2т 11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;3/20;63,65;32,28;13,88;;ПГ;;С;Нет;23800000;373920;+7(903)200-7416;01.11.2022 8:01:34;Нет;Авито, Циан, ДомКлик
9;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;4/21;45;;;Б;;;С;Нет;23900000;531111;+7(966)062-0548, +7(918)635-5997;01.11.2022 10:25:33;Нет;Циан
24;2;Алексеевская;9п;Москва, Маломосковская ул.;21 корпус 3;Москва, Маломосковская ул. 21 корпус 3 ;55.8143286;37.6491523;8/22;56;32;10;Л;ПГ;;С;Нет;23900000;426786;+7(966)047-0215;01.11.2022 10:26:04;Нет;Авито, Циан, ДомКлик
21;2;ВДНХ, Алексеевская, Выставочный центр;12п;Москва, Маломосковская ул.;21 корпус 3;Москва, Маломосковская ул. 21 корпус 3 ;55.8143286;37.6491523;8/22;53,6;;9,5;Л;П;;С;Нет;23900000;445896;+7(966)047-0215, +7(966)058-7084;01.11.2022 10:26:17;Нет;Циан
25;4;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;5п;Москва, Мира пр-т.;180;Москва, Мира пр-т. 180 ;55.8243699;37.6459493;4/8;67,3;45,8;8;;П;;2;Нет;24000000;356612;+7(985)273-5058;01.11.2022 12:27:51;Нет;Циан
4;2;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;5/21;45;;;;П;;;Нет;24000000;533333;+7(964)563-6036;01.11.2022 10:24:37;Нет;Циан
23;3;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;15п;Москва, Бориса Галушкина ул.;19 корпус 2;Москва, Бориса Галушкина ул. 19 корпус 2 ;55.8220743;37.6630611;15/16;84,7;52,9;9,2;Б;ПГ;Да;Р;Да;24000000;283353;+7(916)330-1618;01.11.2022 12:26:02;Нет;Авито, Циан, ДомКлик
22;2;Алексеевская, ВДНХ, Рижская;1т 7п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;2/18;64,3;39;21,4;;Г;;4+;Нет;24000000;373250;+7(958)461-6957;01.11.2022 14:14:26;Нет;Авито, Циан
19;3;Алексеевская, ВДНХ, Рижская;2т 11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;11/20;70;54,5;9;;П;;2;Нет;24000000;342857;+7(967)965-2600;01.11.2022 8:00:52;Нет;Авито, Циан, ДомКлик
14;3;Алексеевская, ВДНХ, Рижская;2т 10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;9/19;94,2;52;10;Л;П;;2;Нет;24000000;254777;+7(909)976-1350;01.11.2022 7:58:38;Нет;Авито, Циан, ДомКлик
11;2;Алексеевская, ВДНХ, Рижская;6п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;7/17;60,4;32;13;БЛ;П;;Р;Нет;24000000;397351;+7(916)573-0192;01.11.2022 12:22:28;Нет;Авито, Циан
26;1;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;7/20;47,2;20;13,34;Л;ПГ;;С;;24000000;508475;+7(932)666-3797;01.11.2022 14:13:47;Нет;Авито, Циан, Яндекс
7;2;Алексеевская;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;6/21;64,3;26,6;22;Л;ПГ;;Р;Нет;24000000;373250;+7(966)061-7327;01.11.2022 7:57:55;Нет;Авито, Циан, ДомКлик
13;3;ВДНХ, Выставочный центр, Улица академика Королёва;4п;Москва, Мира пр-т.;146;Москва, Мира пр-т. 146 ;55.820781;37.642155;8/8;76;51,3;8,3;Б;П;Да;Р;Нет;24200000;318421;+7(906)506-7723, +7(910)911-9734;01.11.2022 12:22:12;Нет;Авито, Циан, ДомКлик, Яндекс
25;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;4/21;50;16,6;18,8;Л;П;;2;;24250000;485000;+7(919)969-5705;01.11.2022 10:23:32;Нет;Циан, Яндекс
11;1;Алексеевская, ВДНХ, Рижская;1т 7п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;4/21;42,7;;14;Л;ПГ;;С;;24338772;569995;+7(901)255-1331;01.11.2022 14:13:03;Нет;Авито, Циан
8;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;5/21;42,7;16,7;14;;;;С;Нет;24339000;570000;+7(963)774-7144, +7(916)380-8207;01.11.2022 10:23:49;Нет;Циан
10;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;10/21;51;17;14;;;;С;Нет;24400000;478431;+7(909)653-8773;01.11.2022 15:26:32;Нет;Авито, Циан
5;1;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;2/18;44,7;16,7;14,5;Л;ПГ;;4+;Нет;24439670;546749;+7(958)603-2891;01.11.2022 14:13:47;Нет;Авито, Циан, Яндекс
20;1;Алексеевская, ВДНХ;15п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;8/22;48;16;15,4;Л;ПГ;;С;Нет;24500000;510417;+7(965)115-5289;01.11.2022 10:23:27;Нет;Авито, Циан, ДомКлик
17;2;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;8/25;48,2;;21;Л;ПГ;;С;Нет;24500000;508299;+7(966)062-5167;01.11.2022 10:24:31;Нет;Авито, Циан, ДомКлик
20;1;Алексеевская;3п;Москва, Мира пр-т.;118А;Москва, Мира пр-т. 118А ;55.81042790000001;37.64072669999999;6/10;49,3;28;10;Б;П;;С;Нет;24500000;496957;+7(966)170-1672, +7(962)368-6714;01.11.2022 12:27:51;Нет;Циан, ДомКлик
2;3;Алексеевская, ВДНХ, Рижская;5п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;3/18;64;30;14;Л;ПГ;;Р;Нет;24800000;387500;+7(966)027-2847;01.11.2022 12:26:14;Нет;Авито, Циан, ДомКлик
9;3;Алексеевская, ВДНХ;13п;Москва, Константинова ул.;4;Москва, Константинова ул. 4 ;55.8144131;37.6535982;2/5;73,6;52,7;7,9;;;;С;Нет;24849000;337622;+7(966)054-5267;01.11.2022 12:26:20;Нет;Авито, Циан, ДомКлик
23;2;Алексеевская, ВДНХ, Рижская;15п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;12/20;61,6;22,5;25;;ПГ;;2;Нет;24900000;404221;+7(905)228-7062;01.11.2022 12:26:02;Нет;Авито, Циан, ДомКлик
20;3;Алексеевская, ВДНХ, Улица академика Королёва;5п;Москва, Мира пр-т.;118;Москва, Мира пр-т. 118 ;55.8102355;37.6385271;8/10;86,7;55,5;7,3;Л;П;;2;Нет;24999999;288351;+7(906)042-3604;01.11.2022 15:27:27;Нет;Авито, Циан, ДомКлик
6;3;ВДНХ, Рижская, Сокольники;15п;Москва, Бориса Галушкина ул.;19 корпус 2;Москва, Бориса Галушкина ул. 19 корпус 2 ;55.8220743;37.6630611;6/16;72;44;20,6;БЛ;ПГ;;2;Да;25000000;347222;+7(965)123-0127;01.11.2022 12:26:20;Нет;Авито, Циан, ДомКлик
26;3;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;11п;Москва, Космонавтов ул.;7;Москва, Космонавтов ул. 7 ;55.821647;37.656643;13/14;75,1;47,1;6,7;Л;П;;Р;Нет;25000000;332889;+7(966)050-6288;01.11.2022 12:26:26;Нет;Авито, Циан, ДомКлик
10;2;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;12/12;41;29;12;Б;ПГ;;С;Нет;25000000;609756;+7(966)386-4539;01.11.2022 14:14:26;Нет;Авито, Циан
14;2;ВДНХ;;Москва, Рижский пр.;11;Москва, Рижский пр. 11 ;55.816764;37.662874;4/8;65,2;36;9;Б;П;Да;Р;Нет;25000000;383436;+7(903)018-9123;01.11.2022 12:27:19;Нет;Авито, Циан, ДомКлик
18;3;Алексеевская, ВДНХ, Улица академика Королёва;7п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;4/16;72,3;49,2;6,6;;П;Да;Р;Нет;25000000;345781;+7(965)229-5755;01.11.2022 12:24:58;Нет;Циан
30;3;Алексеевская, ВДНХ, Улица академика Королёва;5п;Москва, Мира пр-т.;118;Москва, Мира пр-т. 118 ;55.8102355;37.6385271;5/10;73;48;8;;П;;Р;Нет;25000000;342466;+7(985)183-5925;01.11.2022 12:24:37;Нет;Циан, ДомКлик
35;2;Алексеевская, ВДНХ, Рижская;2т 10п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;2/22;47;29;9;Л;ПГ;;С;Нет;25000000;531915;+7(910)487-2454;01.11.2022 12:22:28;Нет;Авито, Циан, ДомКлик
30;3;ВДНХ, Алексеевская, Улица академика Королёва;9п;Москва, Мира пр-т.;122;Москва, Мира пр-т. 122 ;55.81344379999999;37.6389858;11/11;71,5;46,4;7,1;-;П;Да;Р;Да;25000000;349650;+7(965)190-4886;01.11.2022 12:22:28;Нет;Авито, Циан, ДомКлик, Юла, Яндекс
4;2;Алексеевская, ВДНХ;1т 7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;17/19;67,71;33;18,28;Л;ПГ;Да;2;Нет;25041075;369828;+7(909)975-6833;01.11.2022 7:58:09;Нет;Авито, Циан, ДомКлик
26;2;Алексеевская, ВДНХ, Рижская;8п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;18/20;62;37;9;;ПГ;Да;2;Нет;25500000;411290;+7(966)053-1406;01.11.2022 7:59:12;Нет;Авито, Циан, ДомКлик
18;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;6/21;46;13;20;Б;ПГ;;С;Нет;25500000;554348;+7(966)047-9772;01.11.2022 10:23:38;Нет;Циан
26;2;Алексеевская, ВДНХ;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;6/21;58;25;18,8;;ПГ;;2;Нет;25550000;440517;+7(965)240-6963;01.11.2022 10:22:09;Нет;Авито, Циан, ДомКлик
13;2;Алексеевская, ВДНХ, Рижская;15п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;16/17;69,33;32,7;18,8;Л;ПГ;;2;Нет;25700000;370691;+7(969)076-9686;01.11.2022 10:21:13;Нет;Авито, Циан, ДомКлик
49;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;13/19;43,5;12,8;19,1;Л;Г;;;;25756331;592100;+7(495)134-6301;01.11.2022 10:21:18;Нет;Циан, Яндекс
20;1;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;5/17;43,4;23;13;Л;ПГ;;С;Нет;25950000;597926;+7(958)716-9514;01.11.2022 14:13:47;Нет;Авито, Циан, ДомКлик
20;1;Алексеевская, ВДНХ;15п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;5/17;43,39;23;13;Л;ПГ;;С;Нет;25950000;598064;+7(969)076-9686;01.11.2022 10:23:43;Нет;Авито, Циан, ДомКлик
9;2;Алексеевская, ВДНХ, Комсомольская;9п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;13/19;61,4;50;9,5;;ПГ;;2;Нет;25950000;422638;+7(906)043-2321;01.11.2022 12:26:20;Нет;Циан, ДомКлик
7;3;Алексеевская, ВДНХ, Рижская;12п;Москва, Новоалексеевская ул.;18 корпус 4;Москва, Новоалексеевская ул. 18 корпус 4 ;55.8084004;37.6513098;16/20;61,6;40;12;;П;;;;26000000;422078;+7(916)595-2782;01.11.2022 8:04:25;Нет;Циан
10;3;ВДНХ, Алексеевская;2т 12п;Москва, Космонавтов ул.;7;Москва, Космонавтов ул. 7 ;55.821647;37.656643;13/14;71,4;45;9,8;Б;П;;Р;Да;26000000;364146;+7(903)519-2830;01.11.2022 8:05:07;Нет;Авито, Циан, ДомКлик
16;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;21/27;70;44;15;Б;;;Р;Нет;26000000;371429;+7(966)053-1406;01.11.2022 16:59:26;Нет;Циан
21;3;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;15п;Москва, Бориса Галушкина ул.;26;Москва, Бориса Галушкина ул. 26 ;55.8206569;37.6643767;7/8;80,5;56,2;8;Б;П;Да;С;Да;26000000;322981;+7(985)155-6069;01.11.2022 12:23:36;Нет;Авито, Циан
14;3;Алексеевская, ВДНХ;18п;Москва, Рижский пр.;1/5;Москва, Рижский пр. 1/5 ;55.8109026;37.6577349;2/8;72,9;47,5;7,6;Б+;П;Да;С;Нет;26000000;356653;+7(966)053-1406;01.11.2022 12:23:29;Нет;Авито, Циан, ДомКлик, Юла, Яндекс
16;2;Алексеевская, ВДНХ, Выставочный центр;6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;16/17;69,3;32,6;16,8;Л;ПГ;Да;2;Нет;26400000;380952;+7(906)039-8628;01.11.2022 10:23:22;Нет;Авито, Циан, ДомКлик
19;2;Алексеевская;8п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;18/19;69,2;43;12;Л;ПГ;;Р;Нет;26400000;381503;+7(966)061-7327;01.11.2022 8:03:53;Нет;Авито, Циан, ДомКлик
16;1;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;2/5;48;14,1;21,1;;ПГ;;С;Нет;26500000;552083;+7(906)039-8628;01.11.2022 10:23:55;Нет;Авито, Циан, ДомКлик
15;2;Алексеевская, ВДНХ, Выставочный центр;5п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;21/27;70;45;15;Б;ПГ;;Р;Нет;26500000;378571;+7(965)109-4493;01.11.2022 10:24:25;Нет;Циан, ДомКлик
20;3;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;14п;Москва, Бориса Галушкина ул.;17;Москва, Бориса Галушкина ул. 17 ;55.8227979;37.6600871;2/8;76,5;51,5;10,4;;П;;Р;Нет;26500000;346405;+7(964)787-0639;01.11.2022 12:24:48;Нет;Циан
32;3;Алексеевская, ВДНХ, Рижская;6п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;10/17;74,3;43;11,1;БЛ;ПГ;Да;Р;Нет;26700000;359354;+7(910)428-8939;01.11.2022 12:26:14;Нет;Авито, Циан, ДомКлик
15;2;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;7/21;45;29;7;;П;;Р;Нет;26800000;595556;+7(906)794-3265, +7(962)363-0263;01.11.2022 10:21:24;Нет;Авито, Циан, ДомКлик
14;3;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;5п;Москва, Мира пр-т.;180;Москва, Мира пр-т. 180 ;55.8243699;37.6459493;7/8;80;56;8,2;Б2;П;;Р;Да;26800000;335000;+7(966)050-7532;01.11.2022 12:22:12;Нет;Авито, Циан, ДомКлик, Миэль, Юла, Яндекс
15;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;8/21;80,2;46,6;10;Л;ПГ;;2;Нет;26900000;335411;+7(963)650-0742;01.11.2022 10:21:24;Нет;Авито, Циан, ДомКлик
50;3;Алексеевская, ВДНХ, Улица академика Королёва;5п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;15/15;75;50;7;;П;;Р;Нет;26950000;359333;+7(916)552-6971;01.11.2022 12:25:50;Нет;Авито, Циан, ДомКлик
10;3;ВДНХ;7п;Москва, Мира пр-т.;180;Москва, Мира пр-т. 180 ;55.8243699;37.6459493;4/8;84,9;62,6;8;Б;П;;Р;Нет;27000000;318021;+7(965)240-6963;01.11.2022 12:26:07;Нет;Авито, Циан, ДомКлик
19;2;Алексеевская, ВДНХ, Улица академика Королёва;3п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;3/16;67;40;7,5;;П;Да;Р;Нет;27000000;402985;+7(985)516-7966;01.11.2022 12:27:45;Нет;Циан
21;2;ВДНХ, Алексеевская;4т;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;3/23;62,4;28,2;21;Б;ПГ;Да;Р;Нет;27000000;432692;+7(965)278-9275;01.11.2022 7:59:50;Нет;Авито, Циан, ДомКлик, ОГРК, Юла, Яндекс
22;2;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;6/20;69,8;;9,5;;;;;Нет;27000000;386819;+7(968)188-5257;01.11.2022 12:24:53;Нет;Циан
20;3;Алексеевская, ВДНХ, Рижская;6п;Москва, 3-я Мытищинская ул.;3 корпус 1;Москва, 3-я Мытищинская ул. 3 корпус 1 ;55.8065471;37.6450223;3/17;79;52;13;Л2;П;Да;С;Нет;27000000;341772;+7(903)115-3582;01.11.2022 12:25:21;Нет;Авито, Циан, ОГРК, Яндекс
14;3;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;4/20;93;47;21;;ПГ;;Р;Нет;27500000;295699;+7(964)627-3154;01.11.2022 14:14:09;Нет;Авито, Циан, ДомКлик
13;3;ВДНХ, Алексеевская, Выставочный центр;13п;Москва, Маломосковская ул.;21 корпус 1;Москва, Маломосковская ул. 21 корпус 1 ;55.8134745;37.65014439999999;1/17;76;;;Л;П;;Р;Нет;27500000;361842;+7(966)062-4283;01.11.2022 12:28:32;Нет;Циан
12;3;Алексеевская;10п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;5/27;88,3;49;14;;ПГ;;2;Нет;27600000;312571;+7(966)062-1591;01.11.2022 12:26:07;Нет;Авито, Циан, ДомКлик
14;3;ВДНХ, Алексеевская, Выставочный центр;7п;Москва, Мира пр-т.;124 корпус 16;Москва, Мира пр-т. 124 корпус 16 ;55.8141793;37.6406572;4/5;66,2;;8;Б;;;;Нет;27800000;419940;+7(906)043-9217, +7(909)997-1621;01.11.2022 12:23:36;Нет;Циан
50;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;14/19;50;;;;Г;;;;27870264;557405;+7(495)134-6301;01.11.2022 10:24:56;Нет;Циан
21;3;ВДНХ, Алексеевская, Выставочный центр;9п;Москва, Кибальчича ул.;4/6;Москва, Кибальчича ул. 4/6 ;55.815577;37.64711399999999;2/8;70;46;9;;П;;Р;Нет;27900000;398571;+7(966)063-6170;01.11.2022 12:23:23;Нет;Авито, Циан, ДомКлик, Яндекс
16;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;3/21;60;;14;Б;ПГ;Да;С;Нет;28000000;466667;+7(966)061-7086;01.11.2022 10:22:48;Нет;Циан, ДомКлик
24;3;Алексеевская, ВДНХ, Рижская;3п;Москва, 3-я Мытищинская ул.;3 корпус 1;Москва, 3-я Мытищинская ул. 3 корпус 1 ;55.8065471;37.6450223;14/17;79,4;;;Л2;П;;Р;Нет;28000000;352645;+7(964)786-2051;01.11.2022 12:26:26;Нет;Циан
35;3;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;19/20;71;38,3;12,3;;ПГ;;2;Нет;28000000;394366;+7(919)969-5705;01.11.2022 12:25:56;Нет;Авито, Циан, ДомКлик
7;2;Алексеевская, ВДНХ, Рижская;2т 10п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;8/22;63;33;18;Л;П;;С;Нет;28200000;447619;+7(916)021-6504;01.11.2022 12:23:16;Нет;Авито, Циан, ДомКлик
24;3;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;9/21;77;;;;ПГ;;2;Нет;28300000;367532;+7(919)969-5705;01.11.2022 12:25:50;Нет;Циан
18;3;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;19п;Москва, Павла Корчагина ул.;13;Москва, Павла Корчагина ул. 13 ;55.818137;37.66077569999999;2/11;86,2;49,5;11;Л2;П;Да;Р;Да;28400000;329466;+7(916)966-8413, +7(962)368-7225;01.11.2022 12:27:13;Нет;Авито, Циан, ДомКлик
11;2;Алексеевская, ВДНХ, Рижская;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;18/18;80;36;21;Л;ПГ;;2;Нет;28500000;356250;+7(965)115-5289;01.11.2022 10:21:30;Нет;Авито, Циан, ДомКлик
18;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;18/18;80;49,6;11;Л;;;2;Нет;28500000;356250;+7(965)115-5289, +7(966)058-7084;01.11.2022 10:21:30;Нет;Авито, Циан
10;2;ВДНХ, Алексеевская, Выставочный центр;13п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;15/21;52,7;;;;;;;Нет;28700000;544592;+7(965)109-1374;01.11.2022 10:24:25;Нет;Авито, Циан
22;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;2/21;68,75;31,5;19,5;Л;;;3;Нет;28890000;420218;+7(965)109-9336;01.11.2022 10:25:02;Нет;Циан
